"","Species","CommonName","Catch","r","r_lo","r_hi","k","k_lo","k_hi","msy","msy_lo","msy_hi","bmsy","bmsy_lo","bmsy_hi","year","catch","catch_ma","b","b_lo","b_hi","bbmsy","bbmsy_lo","bbmsy_hi","s","s_lo","s_hi","f","f_lo","f_hi","fmsy","fmsy_lo","fmsy_hi","ffmsy","ffmsy_lo","ffmsy_hi","er"
<<<<<<< HEAD
"20","Mycteroperca jordani","Gulf grouper",60,0.565525438699537,0.407485471376748,0.784859938038403,42.9950810937115,23.5437294309033,78.5167449226802,6.07870302436085,3.5495399672274,10.4099772927015,21.4975405468558,11.7718647154516,39.2583724613401,2015,31.288,11.91408,26.991583079432,17.9576490143388,33.7044025270703,1.25556609699614,0.835335045662481,1.56782597774888,0.627783048498071,0.41766752283124,0.783912988874439,1.15917617384369,0.928306026931363,1.74232161320322,0.282762719349769,0.203742735688374,0.392429969019201,4.09946607002963,3.28298592214017,6.16177980325626,4.09946607002963
"21","Scarus perrico","Bumphead parrotfish",0,0.565525438699537,0.407485471376748,0.784859938038403,1.21077477820537,0.527715069051413,2.77796797838917,0.171180984402734,0.0639058722616453,0.458532657235569,0.605387389102683,0.263857534525707,1.38898398919458,2015,0.1395,0.0792666666666667,0.556325756846244,0.264749319076202,0.721046765900362,0.918958284993087,0.437322157418275,1.19105019179391,0.459479142496543,0.218661078709138,0.595525095896953,0.250752366366806,0.193468727130075,0.526913536498457,0.282762719349769,0.203742735688374,0.392429969019201,0.886794295030928,0.68420875133387,1.8634476910893,0.886794295030928
"22","Scarus perrico","Bumphead parrotfish",20,0.565525438699537,0.407485471376748,0.784859938038403,1.47999699268019,0.64539367742293,3.39388372549399,0.209243987139862,0.0781960132317379,0.559914046057993,0.739998496340094,0.322696838711465,1.696941862747,2015,0.1674,0.09512,0.682230643786616,0.325727848359384,0.882072370099754,0.921935175761589,0.440173662474151,1.19199211141959,0.460967587880795,0.220086831237076,0.595996055709797,0.245371563890581,0.189780346459632,0.513925968697964,0.282762719349769,0.203742735688374,0.392429969019201,0.867764903572964,0.671164667308492,1.81751671464955,0.867764903572964
"23","Scarus perrico","Bumphead parrotfish",40,0.565525438699537,0.407485471376748,0.784859938038403,1.70597233058531,0.750308376683744,3.87886059007626,0.241192687665882,0.0916548563094901,0.634706276632593,0.852986165292654,0.375154188341872,1.93943029503813,2015,0.1953,0.110973333333333,0.783870415197529,0.374312400215233,1.01625066959014,0.918972015130618,0.438825874845002,1.19140346108834,0.459486007565309,0.219412937422501,0.595701730544169,0.249148323770819,0.192176995149008,0.521756692772403,0.282762719349769,0.203742735688374,0.392429969019201,0.881121543687766,0.679640497131063,1.84521033738895,0.881121543687766
"24","Scarus perrico","Bumphead parrotfish",60,0.565525438699537,0.407485471376748,0.784859938038403,1.9451898783179,0.848303541710203,4.46038885453932,0.275013589822406,0.102786380789674,0.735821944560625,0.972594939158952,0.424151770855101,2.23019442726966,2015,0.2232,0.126826666666667,0.88887554784889,0.422273416621106,1.15905225488387,0.913921625602475,0.434171924631096,1.1917111720591,0.456960812801237,0.217085962315548,0.595855586029552,0.251103768733601,0.192571127884449,0.528567490196218,0.282762719349769,0.203742735688374,0.392429969019201,0.888037041484925,0.681034360991006,1.86929695474599,0.888037041484925
"25","Lutjanus argentiventris","Yellow snapper",0,0.565525438699537,0.407485471376748,0.784859938038403,2.85342321680471,1.41750285109007,5.74392076032782,0.403420854119736,0.194631875601672,0.836185671209238,1.42671160840236,0.708751425545036,2.87196038016391,2014,0.0555,0.4281,0.311691599633505,0.041034169690812,0.559616009696347,0.218468538279113,0.0287613624569596,0.392241856308305,0.109234269139557,0.0143806812284798,0.196120928154152,0.178060621669812,0.0991751469549895,1.35253132738365,0.123549515952342,0.0890227553016537,0.171467203417085,1.44120857372275,0.802715787192927,10.9472814762413,0.629717460913071
"26","Lutjanus argentiventris","Yellow snapper",20,0.565525438699537,0.407485471376748,0.784859938038403,3.39838266310738,1.67555716276891,6.89263546570009,0.480467961605679,0.228406955646996,1.01069366068823,1.69919133155369,0.837778581384453,3.44631773285005,2014,0.0666,0.51372,0.364205483374319,0.049900908880587,0.666580651301126,0.214340478680115,0.0293674455336111,0.392292874217776,0.107170239340057,0.0146837227668055,0.196146437108888,0.182863803649959,0.0999128910657709,1.33464502939964,0.121214993236641,0.0873406309900843,0.168227254815996,1.50859063526049,0.824261821066286,11.0105606060968,0.646704077788143
"27","Lutjanus argentiventris","Yellow snapper",40,0.565525438699537,0.407485471376748,0.784859938038403,4.02023955264219,2.00230784446022,8.07184874460983,0.568386934171303,0.275611411417324,1.17217101162578,2.01011977632109,1.00115392223011,4.03592437230491,2014,0.0777,0.59934,0.446207767491543,0.0568822408346947,0.788408587677759,0.221980686299296,0.0282979360258821,0.392219705992197,0.110990343149648,0.014148968012941,0.196109852996098,0.174134126881762,0.0985529599935786,1.36597994136349,0.125535725002234,0.0904539045932026,0.174223747694587,1.38712806158297,0.785059073756296,10.881204862912,0.615831278190401
"28","Lutjanus argentiventris","Yellow snapper",60,0.565525438699537,0.407485471376748,0.784859938038403,4.53570374903877,2.23935739370547,9.18683572210101,0.641263963121573,0.305662089982147,1.34534011209046,2.26785187451939,1.11967869685273,4.5934178610505,2014,0.0888,0.68496,0.488803900211023,0.0666160353828805,0.884365639089504,0.215536078746154,0.0293740680911967,0.389957408164906,0.107768039373077,0.0146870340455983,0.194978704082453,0.181667944878639,0.10041095682033,1.33301238192299,0.121891135488497,0.0878278206465723,0.169165633409746,1.49041145732689,0.823775711153389,10.9360896227667,0.642474882461156
>>>>>>> 5ede710eda2921768f16823c583525452dfd623c
